student_id,domain,domain_avg_score,domain_trend,domain_completion_rate,domain_overdue_count,ipsative_zscore,label
SYN-0873,language_literacy,72.37,stable,0.825,0,0.4476,Developing
SYN-0873,stem_logic,79.31,improving,0.848,0,1.399,Strength
SYN-0873,creative_arts,60.44,stable,0.785,0,-1.1854,Emerging
SYN-0873,physical_movement,64.27,stable,0.895,0,-0.6612,Emerging
SYN-0874,language_literacy,69.35,stable,0.759,2,1.1979,Strength
SYN-0874,stem_logic,52.38,declining,0.497,3,-0.1193,Emerging
SYN-0874,creative_arts,34.19,stable,0.414,4,-1.5316,Emerging
SYN-0874,physical_movement,59.76,declining,0.677,1,0.453,Emerging
SYN-0875,language_literacy,56.95,improving,0.71,3,-0.2079,Developing
SYN-0875,stem_logic,63.49,improving,0.731,3,1.0169,Developing
SYN-0875,creative_arts,61.98,stable,0.758,2,0.7346,Strength
SYN-0875,physical_movement,49.83,stable,0.886,1,-1.5437,Emerging
SYN-0876,language_literacy,51.66,improving,0.667,1,0.5142,Developing
SYN-0876,stem_logic,21.67,stable,0.333,2,-1.7221,Emerging
SYN-0876,creative_arts,54.78,improving,0.789,2,0.7465,Strength
SYN-0876,physical_movement,50.96,improving,0.74,1,0.4613,Developing
SYN-0877,language_literacy,87.3,stable,0.948,1,0.153,Developing
SYN-0877,stem_logic,95.12,stable,1.0,1,0.7089,Strength
SYN-0877,creative_arts,61.56,declining,0.84,1,-1.6765,Emerging
SYN-0877,physical_movement,96.61,improving,0.757,2,0.8146,Strength
SYN-0878,language_literacy,89.24,stable,0.929,0,0.5747,Strength
SYN-0878,stem_logic,98.17,improving,0.834,3,1.346,Strength
SYN-0878,creative_arts,72.43,stable,0.72,2,-0.878,Emerging
SYN-0878,physical_movement,70.52,declining,0.63,2,-1.0427,Emerging
SYN-0879,language_literacy,43.26,stable,0.518,1,-0.2745,Developing
SYN-0879,stem_logic,36.14,stable,0.677,0,-1.4139,Emerging
SYN-0879,creative_arts,47.12,stable,0.622,4,0.3443,Developing
SYN-0879,physical_movement,53.37,stable,0.818,1,1.3442,Strength
SYN-0880,language_literacy,54.41,stable,0.733,2,-0.5191,Emerging
SYN-0880,stem_logic,49.84,declining,0.514,5,-1.3524,Emerging
SYN-0880,creative_arts,63.88,improving,0.737,2,1.2099,Developing
SYN-0880,physical_movement,60.88,improving,0.714,2,0.6616,Developing
SYN-0881,language_literacy,89.6,declining,1.0,0,0.4349,Emerging
SYN-0881,stem_logic,95.87,stable,0.953,0,1.3975,Strength
SYN-0881,creative_arts,82.75,stable,0.907,1,-0.617,Emerging
SYN-0881,physical_movement,78.85,stable,1.0,1,-1.2154,Emerging
SYN-0882,language_literacy,48.99,stable,0.764,1,-0.1547,Developing
SYN-0882,stem_logic,60.31,declining,0.639,2,1.1013,Emerging
SYN-0882,creative_arts,55.82,stable,0.64,4,0.6026,Developing
SYN-0882,physical_movement,36.42,declining,0.554,2,-1.5492,Emerging
SYN-0883,language_literacy,100.0,stable,1.0,0,0.7807,Strength
SYN-0883,stem_logic,100.0,stable,1.0,0,0.7807,Strength
SYN-0883,creative_arts,96.79,stable,1.0,1,0.1031,Developing
SYN-0883,physical_movement,88.42,stable,0.791,2,-1.6645,Emerging
SYN-0884,language_literacy,64.52,stable,0.944,0,-0.4102,Developing
SYN-0884,stem_logic,53.88,stable,0.529,1,-1.4124,Emerging
SYN-0884,creative_arts,81.69,stable,0.917,0,1.2078,Strength
SYN-0884,physical_movement,75.4,improving,0.901,0,0.6148,Strength
SYN-0885,language_literacy,50.86,stable,0.719,5,-0.9771,Emerging
SYN-0885,stem_logic,55.69,stable,0.605,3,-0.3922,Developing
SYN-0885,creative_arts,72.75,stable,0.702,2,1.6731,Developing
SYN-0885,physical_movement,56.42,stable,0.602,4,-0.3038,Developing
SYN-0886,language_literacy,32.03,declining,0.523,7,-0.3642,Emerging
SYN-0886,stem_logic,51.91,stable,0.807,3,1.3309,Strength
SYN-0886,creative_arts,41.22,stable,0.501,3,0.4192,Developing
SYN-0886,physical_movement,20.05,declining,0.411,4,-1.3858,Emerging
SYN-0887,language_literacy,100.0,stable,1.0,0,1.5731,Strength
SYN-0887,stem_logic,86.2,stable,0.776,3,-0.07,Developing
SYN-0887,creative_arts,76.76,stable,0.926,1,-1.1935,Emerging
SYN-0887,physical_movement,84.18,improving,0.881,0,-0.3096,Developing
SYN-0888,language_literacy,32.75,declining,0.385,3,-1.6311,Emerging
SYN-0888,stem_logic,68.92,declining,0.713,2,1.0555,Emerging
SYN-0888,creative_arts,56.26,stable,0.744,1,0.115,Developing
SYN-0888,physical_movement,60.91,stable,0.641,2,0.4606,Developing
SYN-0889,language_literacy,68.97,stable,0.906,2,-1.2434,Emerging
SYN-0889,stem_logic,100.0,stable,1.0,0,1.5484,Strength
SYN-0889,creative_arts,80.32,stable,1.0,0,-0.2227,Developing
SYN-0889,physical_movement,81.88,stable,0.799,0,-0.0824,Developing
SYN-0890,language_literacy,60.13,stable,0.748,0,-1.3232,Emerging
SYN-0890,stem_logic,65.28,declining,0.755,3,-0.5389,Emerging
SYN-0890,creative_arts,77.16,improving,0.775,0,1.2664,Strength
SYN-0890,physical_movement,72.74,stable,0.847,1,0.5957,Strength
SYN-0891,language_literacy,93.5,declining,1.0,0,0.8142,Emerging
SYN-0891,stem_logic,70.7,declining,0.755,0,-0.751,Emerging
SYN-0891,creative_arts,98.33,improving,0.85,2,1.1455,Strength
SYN-0891,physical_movement,64.03,declining,0.67,3,-1.2087,Emerging
SYN-0892,language_literacy,75.79,declining,0.933,0,-0.0967,Emerging
SYN-0892,stem_logic,82.62,improving,0.919,1,0.6293,Strength
SYN-0892,creative_arts,61.83,stable,0.794,1,-1.5802,Emerging
SYN-0892,physical_movement,86.56,improving,0.947,0,1.0476,Strength
SYN-0893,language_literacy,71.36,stable,0.706,3,-0.1926,Developing
SYN-0893,stem_logic,76.0,stable,0.769,0,0.2149,Developing
SYN-0893,creative_arts,89.34,declining,1.0,1,1.3882,Emerging
SYN-0893,physical_movement,57.51,declining,0.744,1,-1.4105,Emerging
SYN-0894,language_literacy,48.88,declining,0.674,2,-0.9836,Emerging
SYN-0894,stem_logic,50.25,stable,0.537,4,-0.8365,Emerging
SYN-0894,creative_arts,61.14,stable,0.782,1,0.3284,Developing
SYN-0894,physical_movement,72.01,stable,0.972,0,1.4917,Strength
SYN-0895,language_literacy,73.86,stable,0.865,2,-1.2125,Emerging
SYN-0895,stem_logic,85.59,stable,0.891,0,0.4708,Developing
SYN-0895,creative_arts,91.93,improving,0.701,4,1.3791,Developing
SYN-0895,physical_movement,77.87,improving,0.95,1,-0.6374,Emerging
SYN-0896,language_literacy,49.2,declining,0.598,3,0.7696,Emerging
SYN-0896,stem_logic,52.48,stable,0.491,4,1.1272,Emerging
SYN-0896,creative_arts,37.25,declining,0.68,4,-0.5372,Emerging
SYN-0896,physical_movement,29.72,declining,0.718,0,-1.3596,Emerging
SYN-0897,language_literacy,92.0,stable,0.775,1,1.6302,Strength
SYN-0897,stem_logic,72.48,stable,0.912,0,-0.0067,Developing
SYN-0897,creative_arts,64.2,stable,0.748,0,-0.7012,Emerging
SYN-0897,physical_movement,61.57,declining,0.709,0,-0.9223,Emerging
SYN-0898,language_literacy,65.92,stable,0.878,0,1.4695,Strength
SYN-0898,stem_logic,57.47,declining,0.574,2,0.1078,Emerging
SYN-0898,creative_arts,48.55,declining,0.667,1,-1.3295,Emerging
SYN-0898,physical_movement,55.26,declining,0.441,6,-0.2478,Emerging
SYN-0899,language_literacy,51.9,improving,0.616,0,-0.1464,Developing
SYN-0899,stem_logic,25.21,declining,0.557,5,-1.1226,Emerging
SYN-0899,creative_arts,46.51,stable,0.627,2,-0.3435,Developing
SYN-0899,physical_movement,100.0,stable,0.772,1,1.6125,Strength
STRAT-00000,stem_logic,82.63,improving,0.022,3,-1.1954,Emerging
STRAT-00001,stem_logic,51.62,improving,0.226,5,-1.66,Emerging
STRAT-00002,physical_movement,38.3,improving,0.419,6,-0.5965,Emerging
STRAT-00003,physical_movement,68.88,improving,0.171,3,-2.2477,Emerging
STRAT-00004,creative_arts,71.16,improving,0.171,4,-2.2617,Emerging
STRAT-00005,language_literacy,72.85,improving,0.041,5,-1.339,Emerging
STRAT-00006,physical_movement,57.72,improving,0.002,8,-2.1969,Emerging
STRAT-00007,creative_arts,94.36,improving,0.439,3,-1.367,Emerging
STRAT-00008,language_literacy,91.72,improving,0.337,6,-0.7383,Emerging
STRAT-00009,creative_arts,55.36,improving,0.251,6,-0.8491,Emerging
STRAT-00010,physical_movement,95.32,improving,0.497,4,-1.937,Emerging
STRAT-00011,physical_movement,51.98,improving,0.365,4,-1.9692,Emerging
STRAT-00012,stem_logic,93.97,improving,0.227,10,-1.9354,Emerging
STRAT-00013,creative_arts,36.96,improving,0.468,3,-1.4239,Emerging
STRAT-00014,stem_logic,38.92,improving,0.005,5,-1.8912,Emerging
STRAT-00015,physical_movement,73.46,improving,0.466,2,-1.2799,Emerging
STRAT-00016,language_literacy,46.92,improving,0.084,10,-0.8914,Emerging
STRAT-00017,physical_movement,57.43,improving,0.403,2,-1.8393,Emerging
STRAT-00018,stem_logic,47.29,improving,0.479,1,-2.3369,Emerging
STRAT-00019,language_literacy,58.53,improving,0.397,4,-1.3779,Emerging
STRAT-00020,language_literacy,98.5,improving,0.074,6,-2.2683,Emerging
STRAT-00021,creative_arts,89.79,improving,0.024,4,-2.2952,Emerging
STRAT-00022,creative_arts,75.87,improving,0.27,4,-1.0584,Emerging
STRAT-00023,physical_movement,87.36,improving,0.063,4,-1.6296,Emerging
STRAT-00024,stem_logic,89.46,improving,0.376,1,-1.5331,Emerging
STRAT-00025,stem_logic,33.48,improving,0.049,5,-0.949,Emerging
STRAT-00026,language_literacy,44.49,improving,0.024,7,-1.1396,Emerging
STRAT-00027,language_literacy,44.26,improving,0.266,5,-1.8561,Emerging
STRAT-00028,language_literacy,44.26,improving,0.294,6,-1.3862,Emerging
STRAT-00029,stem_logic,41.11,improving,0.494,4,-1.2909,Emerging
STRAT-00030,creative_arts,52.74,improving,0.148,6,-1.6619,Emerging
STRAT-00031,language_literacy,34.04,improving,0.443,1,-1.089,Emerging
STRAT-00032,stem_logic,47.68,improving,0.245,5,-2.4144,Emerging
STRAT-00033,physical_movement,97.83,improving,0.454,6,-0.9077,Emerging
STRAT-00034,language_literacy,70.39,improving,0.027,7,-1.8091,Emerging
STRAT-00035,physical_movement,60.86,improving,0.348,6,-1.6445,Emerging
STRAT-00036,creative_arts,30.16,improving,0.106,5,-1.687,Emerging
STRAT-00037,language_literacy,71.33,improving,0.216,2,-1.9979,Emerging
STRAT-00038,creative_arts,54.19,improving,0.155,6,-1.111,Emerging
STRAT-00039,physical_movement,81.71,improving,0.095,10,-2.0477,Emerging
STRAT-00040,physical_movement,53.85,improving,0.546,2,-0.8907,Emerging
STRAT-00041,stem_logic,82.27,improving,0.701,1,-0.9134,Emerging
STRAT-00042,physical_movement,51.3,improving,0.691,2,-2.3556,Emerging
STRAT-00043,physical_movement,98.36,improving,0.724,0,-1.9746,Emerging
STRAT-00044,creative_arts,61.25,improving,0.602,4,-0.8163,Emerging
STRAT-00045,physical_movement,57.33,improving,0.604,4,-1.5532,Emerging
STRAT-00046,creative_arts,79.17,improving,0.588,1,-2.4177,Emerging
STRAT-00047,stem_logic,40.2,improving,0.652,1,-1.8993,Emerging
STRAT-00048,stem_logic,80.63,improving,0.741,2,-2.3942,Emerging
STRAT-00049,physical_movement,66.89,improving,0.502,3,-2.0016,Emerging
STRAT-00050,physical_movement,68.36,improving,0.613,3,-1.0119,Emerging
STRAT-00051,language_literacy,46.95,improving,0.703,2,-2.3626,Emerging
STRAT-00052,language_literacy,38.63,improving,0.502,5,-1.0597,Emerging
STRAT-00053,language_literacy,64.63,improving,0.653,3,-0.9839,Emerging
STRAT-00054,physical_movement,52.0,improving,0.574,3,-2.2887,Emerging
STRAT-00055,language_literacy,65.59,improving,0.602,3,-2.3378,Emerging
STRAT-00056,creative_arts,73.22,improving,0.7,0,-1.8832,Emerging
STRAT-00057,language_literacy,61.14,improving,0.63,1,-1.6651,Emerging
STRAT-00058,language_literacy,76.58,improving,0.57,1,-0.941,Emerging
STRAT-00059,language_literacy,40.35,improving,0.663,4,-1.3625,Emerging
STRAT-00060,physical_movement,92.97,improving,0.591,6,-2.0192,Emerging
STRAT-00061,creative_arts,82.91,improving,0.546,2,-2.1252,Emerging
STRAT-00062,stem_logic,49.63,improving,0.571,1,-1.7537,Emerging
STRAT-00063,language_literacy,67.86,improving,0.546,4,-1.9654,Emerging
STRAT-00064,creative_arts,71.01,improving,0.711,1,-0.9326,Emerging
STRAT-00065,language_literacy,96.54,improving,0.689,4,-2.3468,Emerging
STRAT-00066,stem_logic,75.5,improving,0.672,2,-2.4711,Emerging
STRAT-00067,language_literacy,87.75,improving,0.676,1,-1.5043,Emerging
STRAT-00068,stem_logic,37.85,improving,0.56,6,-1.8539,Emerging
STRAT-00069,physical_movement,61.02,improving,0.694,1,-1.0668,Emerging
STRAT-00070,language_literacy,66.01,improving,0.711,2,-0.583,Emerging
STRAT-00071,stem_logic,76.4,improving,0.646,1,-1.3646,Emerging
STRAT-00072,stem_logic,53.24,improving,0.543,4,-0.8029,Emerging
STRAT-00073,creative_arts,55.57,improving,0.57,2,-1.0141,Emerging
STRAT-00074,stem_logic,80.75,improving,0.51,4,-1.5665,Emerging
STRAT-00075,physical_movement,99.85,improving,0.742,2,-0.9441,Emerging
STRAT-00076,stem_logic,69.49,improving,0.535,3,-0.7326,Emerging
STRAT-00077,stem_logic,77.38,improving,0.605,4,-2.4015,Emerging
STRAT-00078,stem_logic,73.61,improving,0.537,3,-1.2828,Emerging
STRAT-00079,stem_logic,93.08,improving,0.705,0,-2.2988,Emerging
STRAT-00080,stem_logic,34.17,improving,0.937,0,-1.9726,Emerging
STRAT-00081,stem_logic,93.81,improving,0.958,0,-1.2502,Emerging
STRAT-00082,creative_arts,57.7,improving,0.94,0,-1.7752,Emerging
STRAT-00083,physical_movement,38.67,improving,0.941,0,-1.4526,Emerging
STRAT-00084,creative_arts,48.21,improving,0.933,1,-2.2598,Emerging
STRAT-00085,stem_logic,98.39,improving,0.949,0,-2.0553,Emerging
STRAT-00086,stem_logic,69.48,improving,0.85,2,-1.6739,Emerging
STRAT-00087,language_literacy,41.84,improving,0.828,0,-1.7614,Emerging
STRAT-00088,stem_logic,80.12,improving,0.913,1,-1.2214,Emerging
STRAT-00089,language_literacy,78.29,improving,0.935,1,-2.338,Emerging
STRAT-00090,language_literacy,72.11,improving,0.87,0,-1.8792,Emerging
STRAT-00091,stem_logic,96.25,improving,0.989,0,-1.55,Emerging
STRAT-00092,physical_movement,80.47,improving,0.838,2,-0.5132,Emerging
STRAT-00093,language_literacy,54.86,improving,0.831,0,-0.9569,Emerging
STRAT-00094,physical_movement,96.66,improving,0.869,0,-2.4214,Emerging
STRAT-00095,creative_arts,99.2,improving,0.996,0,-0.7981,Emerging
STRAT-00096,creative_arts,69.92,improving,0.948,0,-2.3861,Emerging
STRAT-00097,creative_arts,55.54,improving,0.83,2,-0.7434,Emerging
STRAT-00098,language_literacy,58.35,improving,0.864,1,-1.8421,Emerging
STRAT-00099,stem_logic,50.54,improving,0.822,2,-1.7693,Emerging
STRAT-00100,creative_arts,91.15,improving,0.963,0,-0.6075,Emerging
STRAT-00101,stem_logic,65.75,improving,0.978,0,-2.1724,Emerging
STRAT-00102,language_literacy,56.08,improving,0.775,0,-1.3855,Emerging
STRAT-00103,creative_arts,33.49,improving,0.874,1,-0.961,Emerging
STRAT-00104,stem_logic,46.49,improving,0.93,0,-0.9944,Emerging
STRAT-00105,physical_movement,74.87,improving,0.915,0,-1.8062,Emerging
STRAT-00106,stem_logic,62.51,improving,0.769,3,-2.4663,Emerging
STRAT-00107,language_literacy,78.06,improving,0.976,0,-2.4644,Emerging
STRAT-00108,stem_logic,51.55,improving,0.916,0,-0.8859,Emerging
STRAT-00109,language_literacy,91.12,improving,0.96,1,-1.0331,Emerging
STRAT-00110,creative_arts,69.67,improving,0.981,1,-0.7499,Emerging
STRAT-00111,creative_arts,50.41,improving,0.99,0,-1.7439,Emerging
STRAT-00112,stem_logic,81.54,improving,0.758,0,-0.5315,Emerging
STRAT-00113,stem_logic,41.11,improving,0.916,0,-2.0929,Emerging
STRAT-00114,language_literacy,43.4,improving,0.977,1,-1.3765,Emerging
STRAT-00115,creative_arts,54.81,improving,0.83,0,-1.6134,Emerging
STRAT-00116,physical_movement,64.99,improving,0.756,2,-2.2236,Emerging
STRAT-00117,creative_arts,39.84,improving,0.851,3,-1.8719,Emerging
STRAT-00118,language_literacy,63.06,improving,0.836,1,-1.4513,Emerging
STRAT-00119,language_literacy,50.99,improving,0.927,0,-1.9733,Emerging
STRAT-00120,language_literacy,51.04,improving,0.073,3,-0.149,Emerging
STRAT-00121,creative_arts,56.9,improving,0.277,2,0.3714,Emerging
STRAT-00122,creative_arts,33.37,improving,0.45,3,0.3494,Emerging
STRAT-00123,physical_movement,71.37,improving,0.124,4,0.2155,Emerging
STRAT-00124,stem_logic,93.84,improving,0.465,2,-0.3533,Emerging
STRAT-00125,language_literacy,72.14,improving,0.453,4,0.3026,Emerging
STRAT-00126,language_literacy,37.93,improving,0.012,5,0.3469,Emerging
STRAT-00127,language_literacy,90.99,improving,0.238,4,-0.4128,Emerging
STRAT-00128,creative_arts,89.73,improving,0.01,7,0.0161,Emerging
STRAT-00129,stem_logic,93.07,improving,0.003,8,-0.0199,Emerging
STRAT-00130,creative_arts,31.32,improving,0.368,7,-0.4749,Emerging
STRAT-00131,creative_arts,30.74,improving,0.494,0,0.4371,Emerging
STRAT-00132,stem_logic,58.96,improving,0.269,2,-0.1232,Emerging
STRAT-00133,creative_arts,37.5,improving,0.325,6,-0.4546,Emerging
STRAT-00134,language_literacy,53.9,improving,0.348,6,-0.0669,Emerging
STRAT-00135,stem_logic,39.4,improving,0.361,3,0.498,Emerging
STRAT-00136,creative_arts,94.8,improving,0.261,5,0.0116,Emerging
STRAT-00137,language_literacy,86.44,improving,0.215,2,0.4127,Emerging
STRAT-00138,stem_logic,55.41,improving,0.204,7,0.3909,Emerging
STRAT-00139,language_literacy,60.51,improving,0.431,3,0.4099,Emerging
STRAT-00140,language_literacy,45.79,improving,0.45,4,0.3935,Emerging
STRAT-00141,creative_arts,49.86,improving,0.009,5,0.0363,Emerging
STRAT-00142,stem_logic,50.03,improving,0.24,8,-0.3446,Emerging
STRAT-00143,physical_movement,91.16,improving,0.155,2,-0.2322,Emerging
STRAT-00144,language_literacy,83.43,improving,0.483,3,0.1169,Emerging
STRAT-00145,creative_arts,74.07,improving,0.236,2,0.4564,Emerging
STRAT-00146,language_literacy,59.77,improving,0.448,5,0.2096,Emerging
STRAT-00147,physical_movement,43.96,improving,0.393,4,-0.4701,Emerging
STRAT-00148,physical_movement,32.96,improving,0.487,3,0.349,Emerging
STRAT-00149,language_literacy,82.26,improving,0.172,3,0.0553,Emerging
STRAT-00150,language_literacy,98.77,improving,0.33,4,0.248,Emerging
STRAT-00151,stem_logic,60.01,improving,0.165,4,0.0922,Emerging
STRAT-00152,creative_arts,78.06,improving,0.196,4,0.2653,Emerging
STRAT-00153,physical_movement,38.39,improving,0.462,0,0.4724,Emerging
STRAT-00154,creative_arts,94.47,improving,0.478,2,0.2105,Emerging
STRAT-00155,physical_movement,35.5,improving,0.16,5,-0.0089,Emerging
STRAT-00156,stem_logic,80.33,improving,0.041,7,0.1706,Emerging
STRAT-00157,physical_movement,40.36,improving,0.255,8,-0.2966,Emerging
STRAT-00158,language_literacy,38.04,improving,0.176,2,0.3497,Emerging
STRAT-00159,creative_arts,80.28,improving,0.373,6,0.0667,Emerging
STRAT-00160,language_literacy,62.97,improving,0.663,7,-0.1326,Developing
STRAT-00161,creative_arts,69.3,improving,0.515,5,-0.3197,Developing
STRAT-00162,creative_arts,42.16,improving,0.565,2,-0.4256,Developing
STRAT-00163,language_literacy,52.81,improving,0.514,4,0.214,Developing
STRAT-00164,creative_arts,99.17,improving,0.649,1,0.1837,Developing
STRAT-00165,language_literacy,70.47,improving,0.649,3,-0.3005,Developing
STRAT-00166,creative_arts,41.6,improving,0.673,1,0.2119,Developing
STRAT-00167,creative_arts,84.61,improving,0.706,1,0.1734,Developing
STRAT-00168,physical_movement,42.23,improving,0.676,0,0.1143,Developing
STRAT-00169,physical_movement,89.02,improving,0.639,3,0.3376,Developing
STRAT-00170,physical_movement,95.98,improving,0.53,5,-0.2048,Developing
STRAT-00171,stem_logic,98.64,improving,0.603,1,0.4833,Developing
STRAT-00172,language_literacy,52.77,improving,0.749,0,-0.2035,Developing
STRAT-00173,creative_arts,66.28,improving,0.539,2,0.0457,Developing
STRAT-00174,stem_logic,99.2,improving,0.53,3,-0.4711,Developing
STRAT-00175,physical_movement,87.64,improving,0.746,1,-0.1373,Developing
STRAT-00176,stem_logic,53.09,improving,0.719,2,0.3232,Developing
STRAT-00177,creative_arts,96.22,improving,0.527,7,0.3632,Developing
STRAT-00178,stem_logic,88.64,improving,0.575,3,0.2939,Developing
STRAT-00179,creative_arts,50.42,improving,0.561,3,-0.3847,Developing
STRAT-00180,creative_arts,33.26,improving,0.67,1,-0.4062,Developing
STRAT-00181,language_literacy,71.35,improving,0.678,2,0.2699,Developing
STRAT-00182,language_literacy,68.61,improving,0.601,0,0.1181,Developing
STRAT-00183,stem_logic,94.01,improving,0.699,0,0.4731,Developing
STRAT-00184,stem_logic,59.54,improving,0.652,2,-0.2931,Developing
STRAT-00185,language_literacy,88.96,improving,0.55,1,-0.4245,Developing
STRAT-00186,creative_arts,61.77,improving,0.56,3,-0.3291,Developing
STRAT-00187,creative_arts,39.43,improving,0.586,4,0.3195,Developing
STRAT-00188,physical_movement,85.98,improving,0.665,2,-0.2622,Developing
STRAT-00189,creative_arts,83.88,improving,0.678,3,0.3742,Developing
STRAT-00190,physical_movement,81.56,improving,0.743,1,0.0117,Developing
STRAT-00191,physical_movement,78.8,improving,0.545,1,-0.395,Developing
STRAT-00192,creative_arts,90.9,improving,0.558,4,0.1834,Developing
STRAT-00193,physical_movement,66.88,improving,0.594,0,0.3886,Developing
STRAT-00194,physical_movement,41.88,improving,0.593,0,0.3842,Developing
STRAT-00195,physical_movement,54.56,improving,0.591,1,0.2081,Developing
STRAT-00196,creative_arts,63.24,improving,0.652,0,-0.2435,Developing
STRAT-00197,stem_logic,83.74,improving,0.51,3,0.0055,Developing
STRAT-00198,stem_logic,74.11,improving,0.742,1,0.0832,Developing
STRAT-00199,physical_movement,83.57,improving,0.596,2,-0.0845,Developing
STRAT-00200,physical_movement,48.6,improving,0.768,0,-0.1423,Developing
STRAT-00201,physical_movement,81.31,improving,0.865,0,0.3899,Developing
STRAT-00202,language_literacy,35.66,improving,0.902,1,-0.0776,Developing
STRAT-00203,stem_logic,94.35,improving,0.952,1,0.3256,Developing
STRAT-00204,creative_arts,86.32,improving,0.881,2,0.2224,Developing
STRAT-00205,stem_logic,50.76,improving,0.999,0,0.2076,Developing
STRAT-00206,physical_movement,62.09,improving,0.967,1,0.146,Developing
STRAT-00207,physical_movement,36.43,improving,0.916,0,0.132,Developing
STRAT-00208,stem_logic,52.67,improving,0.792,1,0.0228,Developing
STRAT-00209,language_literacy,49.85,improving,0.904,0,0.1937,Developing
STRAT-00210,creative_arts,50.87,improving,0.947,0,-0.1962,Developing
STRAT-00211,stem_logic,66.67,improving,0.823,0,-0.3114,Developing
STRAT-00212,creative_arts,61.54,improving,0.988,0,0.3037,Developing
STRAT-00213,language_literacy,54.17,improving,0.759,0,0.2998,Developing
STRAT-00214,language_literacy,81.01,improving,0.907,1,0.1406,Developing
STRAT-00215,language_literacy,58.3,improving,0.962,0,0.0304,Developing
STRAT-00216,physical_movement,37.98,improving,0.968,0,-0.0794,Developing
STRAT-00217,stem_logic,63.75,improving,0.983,0,0.1358,Developing
STRAT-00218,language_literacy,39.67,improving,0.876,0,-0.0469,Developing
STRAT-00219,stem_logic,31.51,improving,0.842,1,-0.3498,Developing
STRAT-00220,stem_logic,55.18,improving,0.849,0,-0.3386,Developing
STRAT-00221,language_literacy,79.6,improving,0.908,1,0.0967,Developing
STRAT-00222,creative_arts,90.45,improving,0.943,0,-0.4841,Developing
STRAT-00223,language_literacy,94.04,improving,0.873,0,-0.4634,Developing
STRAT-00224,physical_movement,58.0,improving,0.765,5,0.2615,Developing
STRAT-00225,language_literacy,74.63,improving,0.957,1,-0.0691,Developing
STRAT-00226,physical_movement,89.44,improving,0.966,1,-0.4168,Developing
STRAT-00227,physical_movement,47.75,improving,0.911,0,-0.4008,Developing
STRAT-00228,stem_logic,62.7,improving,0.972,1,0.4334,Developing
STRAT-00229,physical_movement,77.18,improving,0.931,1,-0.0601,Developing
STRAT-00230,physical_movement,54.25,improving,0.834,3,0.3215,Developing
STRAT-00231,creative_arts,71.45,improving,0.813,1,0.2405,Developing
STRAT-00232,stem_logic,45.1,improving,0.894,0,0.1778,Developing
STRAT-00233,stem_logic,35.2,improving,0.855,2,-0.2185,Developing
STRAT-00234,language_literacy,35.37,improving,0.837,2,0.3587,Developing
STRAT-00235,creative_arts,46.66,improving,0.96,0,-0.3059,Developing
STRAT-00236,creative_arts,95.2,improving,0.848,0,0.0406,Developing
STRAT-00237,language_literacy,78.6,improving,0.796,2,-0.1677,Developing
STRAT-00238,physical_movement,41.73,improving,0.876,3,0.4554,Developing
STRAT-00239,stem_logic,30.45,improving,0.949,0,-0.4845,Developing
STRAT-00240,creative_arts,84.66,improving,0.224,8,2.4093,Emerging
STRAT-00241,physical_movement,94.05,improving,0.481,4,2.1765,Emerging
STRAT-00242,language_literacy,61.96,improving,0.265,3,1.7295,Emerging
STRAT-00243,creative_arts,41.66,improving,0.321,3,0.5744,Emerging
STRAT-00244,physical_movement,96.78,improving,0.253,3,1.0081,Emerging
STRAT-00245,stem_logic,46.09,improving,0.194,4,0.7373,Emerging
STRAT-00246,physical_movement,56.62,improving,0.038,7,1.0312,Emerging
STRAT-00247,stem_logic,94.69,improving,0.446,4,1.885,Emerging
STRAT-00248,language_literacy,37.92,improving,0.16,10,2.012,Emerging
STRAT-00249,physical_movement,75.12,improving,0.339,0,1.5057,Emerging
STRAT-00250,creative_arts,94.61,improving,0.064,6,1.9499,Emerging
STRAT-00251,creative_arts,84.01,improving,0.058,2,2.2569,Emerging
STRAT-00252,stem_logic,53.16,improving,0.426,4,0.9154,Emerging
STRAT-00253,stem_logic,38.23,improving,0.31,2,2.2172,Emerging
STRAT-00254,physical_movement,39.23,improving,0.178,3,1.0572,Emerging
STRAT-00255,physical_movement,59.23,improving,0.345,6,1.1152,Emerging
STRAT-00256,physical_movement,93.55,improving,0.231,5,2.384,Emerging
STRAT-00257,stem_logic,86.18,improving,0.293,5,1.8708,Emerging
STRAT-00258,stem_logic,47.31,improving,0.192,2,2.3711,Emerging
STRAT-00259,physical_movement,79.48,improving,0.036,10,2.076,Emerging
STRAT-00260,language_literacy,38.92,improving,0.237,2,0.5572,Emerging
STRAT-00261,stem_logic,88.41,improving,0.308,7,2.121,Emerging
STRAT-00262,creative_arts,86.54,improving,0.356,3,1.2272,Emerging
STRAT-00263,language_literacy,33.69,improving,0.417,6,1.9054,Emerging
STRAT-00264,physical_movement,36.3,improving,0.367,4,1.576,Emerging
STRAT-00265,physical_movement,89.35,improving,0.092,5,2.3888,Emerging
STRAT-00266,physical_movement,35.89,improving,0.407,4,1.1606,Emerging
STRAT-00267,language_literacy,76.38,improving,0.137,10,2.0624,Emerging
STRAT-00268,language_literacy,62.46,improving,0.289,3,0.6126,Emerging
STRAT-00269,creative_arts,49.07,improving,0.329,3,2.1873,Emerging
